"Naimenovanie obrazovatelnoy organizatsii,Kod professii,Naimenovanie pokazateley,Summarnyy vypusk 2021,Trudoustroeny,v sootvetstvii s osvoennoy professiey,rabotayut na protyazhenii ne menee 4-kh mesyatsev,IP,Samozanyatye,Prodolzhili obuchenie,Prokhodyat sluzhbu v armii po prizyvu,Prokhodyat sluzhbu v armii na kontraktnoy osnove,Nakhodyatsya v otpuske po ukhodu za rebenkom,Neformalnaya zanyatost,Zaregistrirovany v tsentrakh zanyatosti v kachestve bezrabotnykh,Ne imeyut motivatsii k trudoustroystvu,Inye prichiny,Smert; tyazheloe sostoyanie zdorovya,Nakhodyatsya pod sledstviem; otbyvayut nakazanie ,Pereezd za predely Rossiyskoy Federatsii,Ne mogut trudoustraivatsya v svyazi s ukhodom za bolnymi rodstvennikami,Vypuskniki iz chisla inostrannykh grazhdan,Inoe,budut trudoustroeny,budut IP,budut samozanyatymi,budut prizvany v armiyu,budut v armii na kontraktnoy osnove,budut prodolzhat obuchenie"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,15.02.08 Tekhnologiya mashinostroeniya,Vsego  (obschaya chislennost vypusknikov),14,3,3,3,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,15.02.08 Tekhnologiya mashinostroeniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,15.02.08 Tekhnologiya mashinostroeniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,15.02.08 Tekhnologiya mashinostroeniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,15.02.08 Tekhnologiya mashinostroeniya,Imeyut dogovor o tselevom obuchenii,9,2,2,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.03 Liteynoe proizvodstvo chernykh i tsvetnykh metallov,Vsego  (obschaya chislennost vypusknikov),8,4,4,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.03 Liteynoe proizvodstvo chernykh i tsvetnykh metallov,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.03 Liteynoe proizvodstvo chernykh i tsvetnykh metallov,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.03 Liteynoe proizvodstvo chernykh i tsvetnykh metallov,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.03 Liteynoe proizvodstvo chernykh i tsvetnykh metallov,Imeyut dogovor o tselevom obuchenii,7,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.06 Svarochnoe proizvodstvo,Vsego  (obschaya chislennost vypusknikov),10,3,3,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.06 Svarochnoe proizvodstvo,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.06 Svarochnoe proizvodstvo,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.06 Svarochnoe proizvodstvo,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"FGAOU VO UrFU; NTI (filial) Nizhnetagilskiy mashinostroitelnyy tekhnikum,22.02.06 Svarochnoe proizvodstvo,Imeyut dogovor o tselevom obuchenii,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,11.02.14 Elektronnye pribory i ustroystva,Vsego  (obschaya chislennost vypusknikov),29,4,4,4,0,0,12,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,11.02.14 Elektronnye pribory i ustroystva,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,11.02.14 Elektronnye pribory i ustroystva,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,11.02.14 Elektronnye pribory i ustroystva,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,11.02.14 Elektronnye pribory i ustroystva,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,15.02.08 Tekhnologiya mashinostroeniya,Vsego  (obschaya chislennost vypusknikov),22,8,8,7,0,0,4,3,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,15.02.08 Tekhnologiya mashinostroeniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,15.02.08 Tekhnologiya mashinostroeniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,15.02.08 Tekhnologiya mashinostroeniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tekhnologicheskiy institut - filial federalnogo gosudarstvennogo avtonomnogo obrazovatelnogo uchrezhdeniya vysshego obrazovaniya Natsionalnyy issledovatelskiy yadernyy universitet MIFI,15.02.08 Tekhnologiya mashinostroeniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.03 Programmirovanie v kompyuternykh sistemakh,Vsego  (obschaya chislennost vypusknikov),15,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.03 Programmirovanie v kompyuternykh sistemakh,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.03 Programmirovanie v kompyuternykh sistemakh,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.05 Prikladnaya informatika (po otraslyam),Vsego  (obschaya chislennost vypusknikov),11,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.05 Prikladnaya informatika (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.05 Prikladnaya informatika (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.05 Prikladnaya informatika (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,09.02.05 Prikladnaya informatika (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,13.02.03 Elektricheskie stantsii; seti i sistemy,Vsego  (obschaya chislennost vypusknikov),33,9,9,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0"
"Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,13.02.03 Elektricheskie stantsii; seti i sistemy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,13.02.03 Elektricheskie stantsii; seti i sistemy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,13.02.03 Elektricheskie stantsii; seti i sistemy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,13.02.03 Elektricheskie stantsii; seti i sistemy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,15.02.07 Avtomatizatsiya tekhnologicheskikh protsessov i proizvodstv (po otraslyam),Vsego  (obschaya chislennost vypusknikov),23,9,9,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,15.02.07 Avtomatizatsiya tekhnologicheskikh protsessov i proizvodstv (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,15.02.07 Avtomatizatsiya tekhnologicheskikh protsessov i proizvodstv (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,15.02.07 Avtomatizatsiya tekhnologicheskikh protsessov i proizvodstv (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,15.02.07 Avtomatizatsiya tekhnologicheskikh protsessov i proizvodstv (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Vsego  (obschaya chislennost vypusknikov),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnologicheskiy kolledzh - filial FGAOU VO “Natsionalnyy issledovatelskiy yadernyy universitet “MIFI“,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,09.02.03 Programmirovanie v kompyuternykh sistemakh,Vsego  (obschaya chislennost vypusknikov),17,3,3,3,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,09.02.03 Programmirovanie v kompyuternykh sistemakh,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,09.02.03 Programmirovanie v kompyuternykh sistemakh,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,11.02.09 Mnogokanalnye telekommunikatsionnye sistemy,Vsego  (obschaya chislennost vypusknikov),13,8,8,8,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,11.02.09 Mnogokanalnye telekommunikatsionnye sistemy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,11.02.09 Mnogokanalnye telekommunikatsionnye sistemy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,11.02.09 Mnogokanalnye telekommunikatsionnye sistemy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uralskiy tekhnicheskiy institut svyazi i informatiki (filial) FGBOU VO Sibirskiy gosudarstvennyy universitet telekommunikatsiy i informatiki v g. Ekaterinburge,11.02.09 Mnogokanalnye telekommunikatsionnye sistemy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,Vsego  (obschaya chislennost vypusknikov),177,119,119,119,0,0,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,38.02.03 Operatsionnaya deyatelnost v logistike,Vsego  (obschaya chislennost vypusknikov),32,18,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,38.02.03 Operatsionnaya deyatelnost v logistike,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,38.02.03 Operatsionnaya deyatelnost v logistike,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,38.02.03 Operatsionnaya deyatelnost v logistike,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,38.02.03 Operatsionnaya deyatelnost v logistike,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,09.02.03 Programmirovanie v kompyuternykh sistemakh,Vsego  (obschaya chislennost vypusknikov),29,5,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,09.02.03 Programmirovanie v kompyuternykh sistemakh,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,09.02.03 Programmirovanie v kompyuternykh sistemakh,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),Vsego  (obschaya chislennost vypusknikov),26,9,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN POO Uralskiy promyshlenno-ekonomicheskiy tekhnikum ,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
