ID,Образовательная организация,Профессия,Выпуск,Трудоустроены ,Трудоустроены по специальности,Индивидуальные предприниматели,Самозанятые,Продолжили обучение,Служба в ВС РФ,Служба по контракту,Декрет,Неформальная занятость,Зарегистрированы в ЦЗН в качестве безработных,Не имеют мотивации к трудоустройству,Иные причины нахождения под риском нетрудоустройства,Смерть; тяжелое состояние здоровья,Находятся под следствием; отбывают наказание ,Переезд за пределы РФ,Не могут трудоустраиваться в связи с семейными обстоятельствами,Выпускники из числа иностранных граждан; которые не имеют СНИЛС,Иное,будут трудоустроены,будут осуществлять предприни-мательскую деятельность,будут самозанятыми,будут призваны в армию,будут в армии на контрактной основе,будут продолжать обучение
133,ГАПОУ СО Екатеринбургский монтажный колледж,21.02.05 Земельно-имущественные отношения,68,55,52,0,1,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,ГАПОУ СО Екатеринбургский монтажный колледж,38.02.03 Операционная деятельность в логистике,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,ГАПОУ СО Екатеринбургский политехникум,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),9,3,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,ГАПОУ СО Екатеринбургский политехникум,15.01.32 Оператор станков с программным управлением,12,7,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,ГАПОУ СО Екатеринбургский политехникум,15.02.01 Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),36,21,17,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,ГАПОУ СО Екатеринбургский политехникум,15.02.08 Технология машиностроения,36,15,12,1,0,2,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,ГАПОУ СО Екатеринбургский политехникум,20.02.01 Рациональное использование природохозяйственных комплексов,12,6,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,ГАПОУ СО Екатеринбургский политехникум,22.02.06 Сварочное производство,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,ГАПОУ СО Екатеринбургский политехникум,23.01.03 Автомеханик,12,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,ГАПОУ СО Екатеринбургский политехникум,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,15,7,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,ГАПОУ СО Екатеринбургский политехникум,38.02.02 Страховое дело (по отраслям),12,10,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,ГАПОУ СО Екатеринбургский политехникум,43.02.06 Сервис на транспорте (по видам транспорта),17,6,3,2,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,09.01.03 Мастер по обработке цифровой информации,22,11,11,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,13.01.10 Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),23,13,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),24,12,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,15.01.25 Станочник (металлообработка),27,15,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,15.01.26 Токарь-универсал,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
150,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,15.01.30 Слесарь,18,8,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,22.02.06 Сварочное производство,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,43.01.02 Парикмахер,19,14,14,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,ГАПОУ СО Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина,43.02.02 Парикмахерское искусство,23,12,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
154,ГАПОУ СО Екатеринбургский техникум Автоматика,09.01.03 Мастер по обработке цифровой информации,25,23,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,ГАПОУ СО Екатеринбургский техникум Автоматика,09.02.03 Программирование в компьютерных системах,20,15,13,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,ГАПОУ СО Екатеринбургский техникум Автоматика,11.01.01 Монтажник радиоэлектронной аппаратуры и приборов,16,12,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,ГАПОУ СО Екатеринбургский техникум Автоматика,15.01.32 Оператор станков с программным управлением,19,12,12,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
158,ГАПОУ СО Екатеринбургский техникум Автоматика,23.01.03 Автомеханик,19,15,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,ГАПОУ СО Екатеринбургский техникум Автоматика,46.02.01 Документационное обеспечение управления и архивоведение,15,12,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,ГАПОУ СО Екатеринбургский техникум отраслевых технологий и сервиса,23.01.08 Слесарь по ремонту строительных машин,23,4,4,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
161,ГАПОУ СО Екатеринбургский техникум отраслевых технологий и сервиса,24.01.04 Слесарь по ремонту авиационной техники,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,ГАПОУ СО Екатеринбургский техникум отраслевых технологий и сервиса,43.01.02 Парикмахер,56,49,37,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
163,ГАПОУ СО Екатеринбургский техникум отраслевых технологий и сервиса,43.02.04 Прикладная эстетика,17,15,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
164,ГАПОУ СО Екатеринбургский техникум отраслевых технологий и сервиса,46.02.01 Документационное обеспечение управления и архивоведение,17,12,12,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,ГАПОУ СО Екатеринбургский техникум химического машиностроения,13.01.10 Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),27,19,10,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,ГАПОУ СО Екатеринбургский техникум химического машиностроения,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),25,9,6,0,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,ГАПОУ СО Екатеринбургский техникум химического машиностроения,15.02.08 Технология машиностроения,67,46,31,1,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,ГАПОУ СО Екатеринбургский техникум химического машиностроения,23.01.03 Автомеханик,49,13,7,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,ГАПОУ СО Екатеринбургский техникум химического машиностроения,38.02.01 Экономика и бухгалтерский учет (по отраслям),7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,ГАПОУ СО Екатеринбургский торгово-экономический техникум,19.02.10 Технология продукции общественного питания,119,85,67,0,0,4,9,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
171,ГАПОУ СО Екатеринбургский торгово-экономический техникум,38.02.01 Экономика и бухгалтерский учет (по отраслям),50,38,33,1,0,1,3,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
172,ГАПОУ СО Екатеринбургский торгово-экономический техникум,38.02.04 Коммерция (по отраслям),58,45,35,0,1,1,1,0,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
173,ГАПОУ СО Екатеринбургский торгово-экономический техникум,38.02.05 Товароведение и экспертиза качества потребительских товаров,38,28,23,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,ГАПОУ СО Екатеринбургский торгово-экономический техникум,43.02.01 Организация обслуживания в общественном питании,14,10,10,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,ГАПОУ СО Екатеринбургский торгово-экономический техникум,43.02.11 Гостиничный сервис,21,19,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
